name,type,required,default,example,enum,description,path,interface_id,is_pagination_param,is_time_param,business_key_type
exportMode,int,否,,1,,导出模式： 1=列表 2=明细,exportMode,LX-0BB27D85E792,否,否,
hasOriginalOrder,int,否,,1,,有无源单，仅汇总维度为订单时生效： 1=有源单 0=无源单 不传则不过滤,hasOriginalOrder,LX-0BB27D85E792,否,否,订单号
orderSearchField,int,否,,1,,单据筛选字段： 1=平台订单号 2=平台子单号 3=备货单号 4=业务单号 5=运单号 6=包裹,orderSearchField,LX-0BB27D85E792,否,否,"平台, 订单号"
orderSearchValues,array,否,,"[""ORDER001""]",,单据筛选值列表，支持批量搜索,orderSearchValues,LX-0BB27D85E792,否,否,订单号
pageNum,int,是,1,1,,当前页码，默认1,pageNum,LX-0BB27D85E792,是,否,
pageSize,int,是,20,20,,每页大小，默认20，最大200,pageSize,LX-0BB27D85E792,是,否,
platformCodes,array,否,,[10002],,平台代码列表： 10002=Shopify 10003=eBay 10006=Shopee 10008=Walmart 10011=TikTok 10012=MercadoLibre 10021=SHEIN平台模式 10028=SHEIN半托管 10007=Lazada 10024=Temu半托管 10022=Temu全托管 10027=SHEIN代运营,platformCodes,LX-0BB27D85E792,否,否,平台
queryMode,int,否,,1,,查询模式： 1=列表 2=明细,queryMode,LX-0BB27D85E792,否,否,
searchField,int,否,,1,,商品筛选字段： 1=MSKU 2=MSKU ID 3=品名 4=系统SKU,searchField,LX-0BB27D85E792,否,否,"MSKU, SKU"
searchValues,array,否,,"[""MSKU001""]",,商品筛选值列表，支持批量搜索,searchValues,LX-0BB27D85E792,否,否,
sids,array,否,,[134225003201380864],,店铺ID列表,sids,LX-0BB27D85E792,否,否,店铺
sortField,string,否,,profit,,排序字段,sortField,LX-0BB27D85E792,否,否,
sortType,string,否,,desc,asc升序、desc降序,排序类型：asc升序、desc降序,sortType,LX-0BB27D85E792,否,否,
startDate,string,否,,2025-12-01,,开始日期 yyyy-MM-dd,startDate,LX-0BB27D85E792,否,是,
summaryField,string,是,,1,,汇总维度： 1=订单 2=店铺 3=MSKU 4=SKU 5=开发者 6=负责人 11=SPU,summaryField,LX-0BB27D85E792,否,否,"店铺, MSKU, SKU, 订单号"
summaryType,int,否,（不按时间聚合）,1,,时间汇总维度，仅非订单维度(summaryField!=1)时生效： null/0=默认（不按时间聚合） 1=按月 2=按天 3=按周,summaryType,LX-0BB27D85E792,否,是,订单号
transactionTypes,array,否,,"[""order""]",order=销售 refund=退款 return=退货 manual=手工 reshipment=补发 manual_add=加购 other=其他,交易类型： order=销售 refund=退款 return=退货 manual=手工 reshipment=补发 manual_add=加购 other=其他,transactionTypes,LX-0BB27D85E792,否,否,订单号
address,string,否,,xxxx,,仓库地址,address,LX-0C9F53813C1C,否,否,仓库
contact,string,否,,Charon,,负责人,contact,LX-0C9F53813C1C,否,否,
name,string,是,,Charon,,仓库名称,name,LX-0C9F53813C1C,否,否,仓库
remark,string,否,,ceshi,,备注,remark,LX-0C9F53813C1C,否,否,
sys_wid,int,否,,1335,,领星系统仓库id，编辑时必传,sys_wid,LX-0C9F53813C1C,否,否,仓库
telephone,string,否,,15767777777,,联系电话,telephone,LX-0C9F53813C1C,否,否,
type,int,否,1,1,,仓库属性：1 -本地仓 3 -海外自建仓，不传默认 1,type,LX-0C9F53813C1C,否,否,仓库
wid,string,否,,1567,,客户自定义仓库id【非领星系统ERP内仓库id】,wid,LX-0C9F53813C1C,否,否,仓库
adGroupIds,array,否,,"[123456789,987654321]",,广告组ID列表，Long数组，按广告组ID筛选,adGroupIds,LX-0CB86D55776C,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-0CB86D55776C,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-0CB86D55776C,否,否,
campaignType,array,是,,"[""sponsoredProducts-manual"",""sponsoredProducts-auto""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SP广告报告必须且只能携带sponsoredProducts-manual和sponsoredProducts-auto",campaignType,LX-0CB86D55776C,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-0CB86D55776C,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-0CB86D55776C,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-0CB86D55776C,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-0CB86D55776C,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-0CB86D55776C,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-0CB86D55776C,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-0CB86D55776C,是,否,
searchText,string,否,,双十一促销广告,,搜索文本，模糊搜索广告名称（ad_name）,searchText,LX-0CB86D55776C,否,否,
searchType,string,否,,,,搜索类型，目前不用传,searchType,LX-0CB86D55776C,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-0CB86D55776C,否,是,
status,array,否,,"[""enabled"",""disabled""]","enabled-启用, disabled-禁用","广告状态列表，String数组，枚举值：enabled-启用, disabled-禁用",status,LX-0CB86D55776C,否,否,
code_type,string,是,,UPC,支持UPC、EAN、ISBN,编码类型：支持UPC、EAN、ISBN,code_type,LX-0CF22467375C,否,否,
commodity_codes,array,是,,"[""1234567890123"",""123124342114""]",,编码-最多支持两百个,commodity_codes,LX-0CF22467375C,否,否,
shippingIdList,array,否,,"[1,2,36]",,发货单ID列表，对应[查询平台仓发货单列表v2](docs/MultiPlatform/V2/QueryShippingListV2)接口出参id,shippingIdList,LX-0EF3921B4688,否,否,平台
currencyCode,string,是,,CNY,,币种code,currencyCode,LX-0F0DF3FDD859,否,否,
settleMonth,string,是,,2023-01,,结算月,settleMonth,LX-0F0DF3FDD859,否,否,
sid,long,是,,1,,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sid,LX-0F0DF3FDD859,否,否,店铺
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-1074DDF41A1A,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-1074DDF41A1A,是,否,
store_id,string,是,,110418202566107648,,店铺id,store_id,LX-1074DDF41A1A,否,否,店铺
length,int,否,20,20,,分页长度，默认20，上限400,length,LX-1181D4F827FB,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-1181D4F827FB,是,否,
search_field,string,否,,product_name,,搜索字段： sku SKU msku MSKU fnsku FNSKU order_sn 单据号 product_name 品名 batch_number 批次号 receipt_order 收货单 purchase_order 采购单 purchase_plan 采购计划 source_batch_number 源头批次号,search_field,LX-1181D4F827FB,否,否,"MSKU, SKU, 订单号"
search_value,string,否,,pan1575,,搜索值,search_value,LX-1181D4F827FB,否,否,
show_zero_stock,int,否,,0,,是否显示0库存信息：0 不显示，1 显示,show_zero_stock,LX-1181D4F827FB,否,否,
stock_in_type_list,string,否,,19,,入库类型，多个使用英文逗号分隔： 19 其他入库 22 采购入库 24 调拨入库 23 委外入库 25 盘盈入库 16 换标入库 17 加工入库 18 拆分入库 26 退货入库 27 移除入库 45 赠品入库,stock_in_type_list,LX-1181D4F827FB,否,否,
wids,string,否,,"1,5,18",,仓库id，多个使用英文逗号分隔,wids,LX-1181D4F827FB,否,否,仓库
detail_list,array,是,,,,标签信息，上限200,detail_list,LX-147DA91911E3,否,否,
label_list,array,是,,"[""标签-1"",""标签-2""]",,标签名称，上限10,detail_list[].label_list,LX-147DA91911E3,否,否,
sku,string,是,,test-sku-time,,本地产品sku,detail_list[].sku,LX-147DA91911E3,否,否,SKU
type,int,是,,1,1 删除SKU指定的标签 2 删除SKU全部的标签【此类型下对应sku的label_list为空数组即可】,操作类型： 1 删除SKU指定的标签 2 删除SKU全部的标签【此类型下对应sku的label_list为空数组即可】,type,LX-147DA91911E3,否,否,SKU
end_date,string,否,,2021-12-20,,结束日期【活动时间】，站点时间，闭区间，格式：Y-m-d，时间间隔最长不超过90天,end_date,LX-14EF57136BD3,否,是,
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-14EF57136BD3,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-14EF57136BD3,是,否,
sids,array,否,,"[102,144]",,店铺id ，对应[查询亚马逊店铺列表](docs/BasicData/SellerLists)接口对应字段【sid】,sids,LX-14EF57136BD3,否,否,店铺
start_date,string,否,,2021-11-23,,开始日期【活动时间】，站点时间，闭区间，格式：Y-m-d，时间间隔最长不超过90天,start_date,LX-14EF57136BD3,否,是,
adType,array,否,,"[""1""]",,广告类型筛选(多选)： 1=SP 2=SB 3=SV 空或包含0=全部不筛选,adType,LX-1524E1C3FF10,否,否,
attributionWindow,int,否,,14,,归因期窗口： 3=3天 14=14天 30=30天,attributionWindow,LX-1524E1C3FF10,否,否,
brandIds,array,否,,"[""1"",""2""]",,品牌ID,brandIds,LX-1524E1C3FF10,否,否,
categoryIds,array,否,,"[""10"",""20""]",,分类ID,categoryIds,LX-1524E1C3FF10,否,否,
currencyCode,string,否,,USD,,币种，传空则为原币种,currencyCode,LX-1524E1C3FF10,否,否,
dimensionType,int,是,,1,1=MSKU，2=商品ID，3=SKU，4=店铺，5=父体,维度类型：1=MSKU，2=商品ID，3=SKU，4=店铺，5=父体,dimensionType,LX-1524E1C3FF10,否,否,"店铺, MSKU, SKU"
endDate,string,是,,2026-01-31,,查询范围结束日期,endDate,LX-1524E1C3FF10,否,是,
pageNum,int,否,,1,,当前页码,pageNum,LX-1524E1C3FF10,是,否,
pageSize,int,否,,20,,页大小,pageSize,LX-1524E1C3FF10,是,否,
parentKey,string,否,,,,展开子行的父行标识,parentKey,LX-1524E1C3FF10,否,否,
productStatus,array,否,,[0],,商品状态列表，可用值： 0=PUBLISHED 1=READY TO PUBLISH 2=IN PROGRESS 3=UNPUBLISHED 4=STAGE 5=SYSTEM PROBLEM 12=已加入站点,productStatus,LX-1524E1C3FF10,否,否,
searchField,int,否,,2,1=商品ID，2=MSKU，3=SKU，4=标题，5=父体，6=品名,搜索字段类型：1=商品ID，2=MSKU，3=SKU，4=标题，5=父体，6=品名,searchField,LX-1524E1C3FF10,否,否,"MSKU, SKU"
searchValue,array,否,,"[""MSKU001""]",,搜索关键词,searchValue,LX-1524E1C3FF10,否,否,
sids,array,否,,"[1,2]",,店铺ID列表,sids,LX-1524E1C3FF10,否,否,店铺
siteCodes,array,否,,"[""10008-US""]",,"站点筛选(多选, 传原始site_code, 如10008-US); 空=全部站点",siteCodes,LX-1524E1C3FF10,否,否,
sortField,string,否,sales_qty,sales_qty,,排序字段，默认sales_qty。 可用值：sales_qty、order_qty、sales_amount、wfs_available、ad_spend、ad_units、ad_orders、ad_sales,sortField,LX-1524E1C3FF10,否,否,订单号
sortType,string,否,desc,desc,asc、desc，默认desc,排序类型：asc、desc，默认desc,sortType,LX-1524E1C3FF10,否,否,
startDate,string,是,,2026-01-01,,查询范围开始日期,startDate,LX-1524E1C3FF10,否,是,
end_date,string,是,,2022-08-05,,结束时间，格式：Y-m-d,end_date,LX-171BF687A225,否,是,
start_date,string,是,,2022-01-01,,开始时间，格式：Y-m-d,start_date,LX-171BF687A225,否,是,
sys_wid,int,否,,"1,5,8",,领星系统仓库id，多个用英文逗号分隔,sys_wid,LX-171BF687A225,否,否,仓库
end_date,string,否,,2024-07-30,,日期查询结束时间，格式：Y-m-d 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,end_date,LX-179D3B8A9F63,否,是,
idempotent_code,string,否,,OB240730003,,客户参考号，多个使用英文逗号分隔,idempotent_code,LX-179D3B8A9F63,否,否,
length,int,否,20,20,,分页长度，默认20，上限200,length,LX-179D3B8A9F63,是,否,
offset,int,否,0,0,,分页偏移量，默认0,offset,LX-179D3B8A9F63,是,否,
order_sn,string,否,,OB240730003,,出库单单号，多个使用英文逗号分隔,order_sn,LX-179D3B8A9F63,否,否,订单号
search_field_time,string,否,,create_time,创建时间 create_time 出库时间 opt_time 更新时间 increment_time,日期筛选类型： 创建时间 create_time 出库时间 opt_time 更新时间 increment_time,search_field_time,LX-179D3B8A9F63,否,是,
start_date,string,否,,2024-07-30,,日期查询开始时间，格式：Y-m-d 当筛选更新时间时，支持Y-m-d或Y-m-d H:i:s,start_date,LX-179D3B8A9F63,否,是,
status,int,否,,40,,出库单状态： 10 待提交 30 待出库 40 已完成 50 已撤销 121 待审批 122 已驳回,status,LX-179D3B8A9F63,否,否,
type,int,否,,15,11 其他出库 12 FBA出库 14 退货出库 15 调拨出库 16 WFS出库 17 Temu出库 18 销毁出库,出库类型： 11 其他出库 12 FBA出库 14 退货出库 15 调拨出库 16 WFS出库 17 Temu出库 18 销毁出库,type,LX-179D3B8A9F63,否,否,
wid,string,否,,53,,系统仓库id,wid,LX-179D3B8A9F63,否,否,仓库
orderSn,string,是,,RO202608070001,,收货单号,orderSn,LX-186837F0F7C4,否,否,订单号
remark,string,是,,补充收货说明,,备注,remark,LX-186837F0F7C4,否,否,
shippingIdList,array,否,,"[1,2,36]",,发货单ID列表，对应[查询平台仓发货单列表v2](docs/MultiPlatform/V2/QueryShippingListV2)接口出参id,shippingIdList,LX-1AA8D77AEA04,否,否,平台
adGroupIds,array,否,,"[123456,789012]",,广告组ID列表，Integer数组，按广告组ID筛选,adGroupIds,LX-1AD86690E18F,否,否,
advertiserIds,array,是,,"[123456789012345,987654321098765]",,广告账号ID列表，BigInteger数组，必填，必须至少选择一个店铺,advertiserIds,LX-1AD86690E18F,否,否,"店铺, 广告账号"
campaignIds,array,否,,"[123456789,987654321]",,广告活动ID列表，Long数组，按广告活动ID筛选,campaignIds,LX-1AD86690E18F,否,否,
campaignType,array,是,,"[""sba""]","sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)","广告活动类型列表，String数组，必填，枚举值：sponsoredProducts-manual(SP手动), sponsoredProducts-auto(SP自动), sba(SB品牌广告), video(SV视频广告)。注意：查询SB广告报告必须且只能携带sba",campaignType,LX-1AD86690E18F,否,否,
day,int,否,14天,14,"3, 14, 30，默认14天","归因天数，数据归因天数，枚举值：3, 14, 30，默认14天",day,LX-1AD86690E18F,否,否,
endDate,string,是,,2024-12-31,,结束日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,endDate,LX-1AD86690E18F,否,是,
orderField,string,否,按广告花费倒序,adSpend,,排序字段，支持对查询结果中的任意字段进行排序（驼峰命名）。包括：基础指标(numAdsShown/numAdsClicks/adSpend)、销售指标(attributedSales/attributedOrders/attributedUnits/advertisedSkuSales/advertisedSkuUnits)、关联指标(otherSkuSales/otherSkuUnits)、品牌新买家指标(ntbOrders/ntbRevenue/ntbUnits)、计算指标(cpc/ctr/cvr/acos/roas/aov/cpa)、时间字段(startDate/endDate/entityCreateAt)等所有返回的报表字段。不传时默认按广告花费倒序,orderField,LX-1AD86690E18F,否,是,"SKU, 订单号"
orderType,string,否,ASC,DESC,"ASC-升序, DESC-降序，不传时默认ASC","排序类型，枚举值：ASC-升序, DESC-降序，不传时默认ASC",orderType,LX-1AD86690E18F,否,否,订单号
pageNum,int,否,,1,,页码，分页时的页码，从1开始,pageNum,LX-1AD86690E18F,是,否,
pageSize,int,否,,20,,每页大小，分页时每页显示的记录数，最大200,pageSize,LX-1AD86690E18F,是,否,
paging,boolean,否,为true,1,,是否分页，默认为true,paging,LX-1AD86690E18F,是,否,
searchText,string,否,,双十一优惠,,搜索文本，模糊搜索关键词文本（keyword_text）,searchText,LX-1AD86690E18F,否,否,
startDate,string,是,,2024-01-01,,开始日期，必填，格式：yyyy-MM-dd，且 startDate 和 endDate 间隔不能超过31天,startDate,LX-1AD86690E18F,否,是,
status,array,否,,"[""enabled"",""paused""]","enabled-启用, paused-暂停","关键词状态列表，String数组，枚举值：enabled-启用, paused-暂停",status,LX-1AD86690E18F,否,否,
