interface_id,level_1_module,level_2_module,level_3_module,interface_name,document_title,document_path,http_method,api_path,purpose,token_bucket_capacity,directory_chain,system_modules,remarks,is_read,is_write,has_side_effect,priority,phase_one,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,filter_action,filter_reason
LX-598C49EB1197,财务,,,查询请款单列表,查询请款单列表,/docs/Finance/RequestFundsOrderList.md,POST,/basicOpen/finance/requestFunds/order/list,查询请款单列表,1,财务 / 查询请款单列表,"财务, 销售",,是,否,否,P0,是,offset/length,200,是,是,"search_field_time, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-62F91F9CB35B,财务,,,查询请款池 - 货款月结,查询请款池 - 货款月结,/docs/Finance/requestFundsPoolInboundList.md,POST,/basicOpen/finance/requestFundsPool/inbound/list,查询请款池 - 货款月结,1,财务 / 查询请款池-货款月结,财务,,是,否,否,P1,否,offset/length,200,是,是,"time_field, start_time, end_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-92FE8988B86C,财务,,,查询请款池 - 货款现结,查询请款池 - 货款现结,/docs/Finance/requestFundsPoolPurchaseList.md,POST,/basicOpen/finance/requestFundsPool/purchase/list,查询请款池 - 货款现结,1,财务 / 查询请款池-货款现结,"财务, 采购",,是,否,否,P1,否,offset/length,200,是,是,"time_field, start_time, end_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-9C950113F6EA,财务,,,查询请款池 - 货款预付款,查询请款池 - 货款预付款,/docs/Finance/requestFundsPoolPrepayList.md,POST,/basicOpen/finance/requestFundsPool/prepay/list,查询请款池 - 货款预付款,1,财务 / 查询请款池-货款预付款,财务,,是,否,否,P1,否,offset/length,200,是,是,"start_time, end_time, time_field",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D0E648500CCA,财务,,,查询请款池-其他应付款,查询请款池-其他应付款,/docs/Finance/requestFundsPoolCustomFeeList.md,POST,/basicOpen/finance/requestFundsPool/customFee/list,查询请款池-其他应付款,1,财务 / 查询请款池-其他应付款,财务,,是,否,否,P1,否,offset/length,200,是,是,"search_field_time, start_time, end_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-0A3BA5A66954,财务,,,查询请款池-其他费用,查询请款池-其他费用,/docs/Finance/requestFundsPoolOtherFeeList.md,POST,/basicOpen/finance/requestFundsPool/otherFee/list,查询请款池-其他费用,1,财务 / 查询请款池-其他费用,财务,,是,否,否,P1,否,offset/length,,是,是,"endTime, startTime, searchFieldTime",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A095838ED68E,财务,,,查询请款池-物流请款,查询请款池-物流请款,/docs/Finance/requestFundsPoolLogisticsList.md,POST,/basicOpen/finance/requestFundsPool/logistics/list,查询请款池-物流请款,1,财务 / 查询请款池-物流请款,财务,,是,否,否,P1,否,offset/length,200,是,是,"search_field_time, start_time, end_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A623F7D01F1B,财务,,,查询费用明细列表,查询费用明细列表,/docs/Finance/feeManagementList.md,POST,/bd/fee/management/open/feeManagement/otherFee/list,查询费用明细列表,1,财务 / 查询费用明细列表,财务,,是,否,否,P1,否,offset/length,,是,是,"date_type, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-022E3FB1A8C6,财务,,,查询费用类型列表,查询费用类型列表,/docs/Finance/feeManagementType.md,POST,/bd/fee/management/open/feeManagement/otherFee/type,查询费用类型列表,1,财务 / 查询费用类型列表,财务,,是,否,否,P1,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-D797CA8C373A,财务,,,立即重算-利润报表数据,立即重算-利润报表数据,/docs/Finance/ComputeManual.md,POST,/bd/profit/report/open/report/settle/compute/manual,立即重算-利润报表数据,10,财务 / 立即重算-利润报表数据,财务,,是,否,否,P1,否,无,,是,是,date_month,,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-20735537E141,财务,,,编辑费用单,编辑费用单,/docs/Finance/feeManagementEdit.md,POST,/bd/fee/management/open/feeManagement/otherFee/edit,编辑费用单,1,财务 / 编辑费用单,财务,,否,是,是,P2,否,无,,否,是,date,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-C3A80433378D,采购,,,作废采购/委外退货单,作废采购/委外退货单,/docs/Purchase/CancelPurchaseReturnOrder.md,POST,/basicOpen/purchase/cancelPurchaseReturnOrder,作废采购/委外退货单,1,采购 / 作废采购/委外退货单,"售后, 采购, 销售",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-0BAC0252E36F,采购,,,作废采购单,作废采购单,/docs/Purchase/Cancel.md,POST,/erp/sc/routing/purchase/purchase/cancel,允许作废处于 “待审核”、“待下单”、“待到货”、“已完成” 状态下的采购单,1,采购 / 作废采购单,采购,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-78F82D8A146C,采购,,,作废采购计划,作废采购计划,/docs/Purchase/PurchasePlanCancel.md,POST,/basicOpen/purchase/planCancel,允许作废处于 “待审批”、“待采购”状态下的采购计划,1,采购 / 作废采购计划,采购,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-D58D9CF7D14C,采购,,,创建已完成的采购变更单,创建已完成的采购变更单,/docs/Purchase/createPurchaseChangeOrder.md,POST,/erp/sc/routing/purchase/purchaseChangeOrder/createPurchaseChangeOrder,支持创建已完成状态的采购变更单，即创建成功后采购单立即变更,1,采购 / 创建已完成的采购变更单,"采购, 销售",,否,是,是,P2,否,无,,否,是,product_list[].expect_arrive_time,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-AB7E08BE0696,采购,,,创建已完成的采购退货单,创建已完成的采购退货单,/docs/Purchase/createPurchaseReturnOrder.md,POST,/erp/sc/routing/purchase/purchase_return_order/createPurchaseReturnOrder,支持创建采购退货单，状态为“已完成”,1,采购 / 创建已完成的采购退货单,"售后, 采购, 销售",,否,是,是,P2,否,无,,否,是,item_list[].expect_arrive_time,,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-4674779EEB39,采购,,,创建待到货的采购单,创建待到货的采购单,/docs/Purchase/CreatePurchaseOrder.md,POST,/erp/sc/routing/purchase/purchase/createPurchaseOrder,支持创建采购单，状态为“待到货”,1,采购 / 创建待到货的采购单,"采购, 销售",,否,是,是,P2,否,无,,否,是,product_list[].expect_arrive_time,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A4E9258A3B23,采购,,,创建待采购的采购计划,创建待采购的采购计划,/docs/Purchase/createPurchasePlan.md,POST,/erp/sc/routing/data/local_inventory/createPurchasePlan,支持创建采购计划，状态为“待采购”,1,采购 / 创建待采购的采购计划,采购,,否,是,是,P2,否,无,,否,是,data[].expect_arrive_time,,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-B70161F2CA8D,采购,,,查询供应商列表,查询供应商列表,/docs/Purchase/Supplier.md,POST,/erp/sc/data/local_inventory/supplier,支持查询【采购】>【供应商】中的供应商信息,1,采购 / 查询供应商列表,采购,,是,否,否,P1,否,offset/length,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-96F32A1090F0,采购,,,查询加工计划列表,查询加工计划列表,/docs/Warehouse/WorkOrderPlanList.md,POST,/basicOpen/openapi/workOrder/processPlanList,支持查询加工计划列表，对应系统【采购】加工计划列表数据。,1,采购 / 查询加工计划列表,"仓库, 采购, 销售",,是,否,否,P0,是,offset/length,200,是,是,"search_time_key, search_time_start, search_time_end",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-9BF4536568D4,采购,,,查询委外订单列表,查询委外订单列表,/docs/Purchase/getOrders.md,POST,/erp/sc/routing/purchase/purchaseOutsourceOrder/getOrders,查询委外订单列表,1,采购 / 查询委外订单列表,"采购, 销售",,是,否,否,P0,是,offset/length,500,是,是,"search_field_time, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D332F931885E,采购,,,查询采购单列表,查询采购单列表,/docs/Purchase/PurchaseOrderList.md,POST,/erp/sc/routing/data/local_inventory/purchaseOrderList,支持查询采购单列表，对应系统【采购】>【采购单】数据,1,采购 / 查询采购单列表,"采购, 销售",,是,否,否,P0,是,offset/length,500,否,是,"start_date, end_date, search_field_time",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-B31DFDC39206,采购,,,查询采购变更单列表,查询采购变更单列表,/docs/Purchase/changeOrderList.md,POST,/erp/sc/routing/purchase/purchaseChangeOrder/changeOrderList,查询采购变更单列表,1,采购 / 查询采购变更单列表,"采购, 销售",,是,否,否,P0,是,offset/length,,是,是,"search_field_time, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-223398DA3539,采购,,,查询采购方列表,查询采购方列表,/docs/Purchase/purchaserLists.md,POST,/erp/sc/routing/data/purchaser/lists,查询采购方列表,1,采购 / 查询采购方列表,采购,,是,否,否,P1,否,offset/length,,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-03B82747B50A,采购,,,查询采购计划列表,查询采购计划列表,/docs/Purchase/getPurchasePlans.md,POST,/erp/sc/routing/data/local_inventory/getPurchasePlans,查询采购计划列表,1,采购 / 查询采购计划列表,采购,,是,否,否,P1,否,offset/length,500,是,是,"search_field_time, start_date, end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-853A6501F0BF,采购,,,查询采购退货单列表,查询采购退货单列表,/docs/Purchase/getPurchaseReturnOrderList.md,POST,/erp/sc/routing/purchase/purchase_return_order/getPurchaseReturnOrderList,查询采购退货单列表,1,采购 / 查询采购退货单列表,"售后, 采购, 销售",,是,否,否,P0,是,offset/length,500,是,是,"search_field_time, start_date, end_date",,按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D181D27E9336,采购,,,添加/修改供应商,添加/修改供应商,/docs/Purchase/SupplierEdit.md,POST,/erp/sc/routing/storage/supplier/edit,支持添加、修改供应商信息到系统【采购】>【供应商】中,1,采购 / 添加/修改供应商,采购,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-0B7D3781D062,采购,,,添加采购单物流信息,添加采购单物流信息,/docs/Purchase/addLogistics.md,POST,/erp/sc/routing/purchase/purchase/addLogistics,支持对“待到货”或“已完成”状态的采购单，添加采购单物流信息,1,采购 / 添加采购单物流信息,采购,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-5CD66DB6C0A0,采购,,,编辑采购单备注,编辑采购单备注,/docs/Purchase/OrderModifyRemark.md,POST,/basicOpen/purchase/orderModifyRemark,支持快速编辑采购单的单据备注,1,采购 / 编辑采购单备注,"采购, 销售",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-09D9FC0B390B,采购,,,编辑采购计划备注（批量）,编辑采购计划备注（批量）,/docs/Purchase/PlanModifyRemark.md,POST,/basicOpen/purchase/planModifyRemark,支持通过采购计划批次号或采购计划单号批量修改备注,1,采购 / 编辑采购计划备注（批量）,采购,,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-583232734D6F,采购,,,采购单下单,采购单下单,/docs/Purchase/SetOrders.md,POST,/erp/sc/routing/purchase/purchase/setOrders,支持将 “待下单” 状态采购单变更为 “待到货” 状态,1,采购 / 采购单下单,"采购, 销售",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-500C4287A05E,采购,,,采购单整单结束到货,采购单整单结束到货,/docs/Purchase/setOrderFinish.md,POST,/basicOpen/purchase/setOrderFinish,采购单整单结束到货,1,采购 / 采购单整单结束到货,"采购, 销售",,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-2077895D6B9A,销售,Listing,,Listing删除商品标签,Listing删除商品标签,/docs/Sale/DeleteGoodsTag.md,POST,/basicOpen/listingManage/removeListingAndTag,Listing删除商品标签,1,销售 / Listing / Listing删除商品标签,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-C79145A7BD7A,销售,Listing,,Listing新增商品标签,Listing新增商品标签,/docs/Sale/AddGoodsTag.md,POST,/basicOpen/listingManage/bindListingAndTag,Listing新增商品标签,1,销售 / Listing / Listing新增商品标签,"销售, 运营",,否,否,否,P3,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-76CFCB697A50,销售,Listing,,修改B2B价格,修改B2B价格,/docs/Sale/b2bPriceModifyPrice.md,POST,/basicOpen/b2bPrice/modifyPrice,修改B2B价格,1,销售 / Listing / 修改B2B价格,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-06BDDD3B9762,销售,Listing,,删除Listing标签,删除Listing标签,/docs/Sale/globalTagRemoveTag.md,POST,/basicOpen/globalTag/listing/removeTag,删除Listing标签,1,销售 / Listing / 删除Listing标签,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-A96852EA632C,销售,Listing,,批量修改Listing价格,批量修改Listing价格,/docs/Sale/pricingSubmit.md,POST,/erp/sc/listing/ProductPricing/pricingSubmit,支持批量修改Listing价格，价格幅度不超50%,1,销售 / Listing / 批量修改Listing价格,"销售, 运营",,否,是,是,P2,否,无,,是,是,"pricing_params[].start_date, pricing_params[].end_date",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-04A6C56A7729,销售,Listing,,批量添加/编辑Listing配对,批量添加/编辑Listing配对,/docs/Sale/Productlink.md,POST,/erp/sc/storage/product/link,支持推送Listing与本地仓库SKU的配对关系到领星ERP，实现SKU配对,3,销售 / Listing / 批量添加/编辑Listing配对,"仓库, 产品, 销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EB69D6DC93FB,销售,Listing,,查询Listing操作日志列表,查询Listing操作日志列表,/docs/Sale/listingOperateLogPageList.md,POST,/basicOpen/listingManage/listingOperateLog/pageList,查询Listing操作日志列表,1,销售 / Listing / 查询Listing操作日志列表,"销售, 运营",,是,否,否,P0,是,offset/length,,是,是,"operate_time_start, operate_time_end",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-71422945ADAC,销售,Listing,,查询Listing标签列表,查询Listing标签列表,/docs/Sale/globalTagPageList.md,POST,/basicOpen/globalTag/listing/page/list,查询Listing标签列表,1,销售 / Listing / 查询Listing标签列表,"销售, 运营",,是,否,否,P0,是,offset/length,200,是,否,,,全量后分页,保留,公共 ERP 业务接口，非平台专属
LX-80C0100C2D4F,销售,Listing,,查询Listing标记标签列表,查询Listing标记标签列表,/docs/Sale/queryListingRelationTagList.md,POST,/basicOpen/listingManage/queryListingRelationTagList,查询Listing标记标签列表,1,销售 / Listing / 查询Listing标记标签列表,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-D806EDEB25E4,销售,Listing,,查询调价队列,查询调价队列,/docs/Sale/adjustPriceAdjustPriceManual.md,POST,/basicOpen/module/adjustPrice/AdjustPriceManual,查询调价队列,1,销售 / Listing / 查询调价队列,"销售, 运营",,是,否,否,P1,否,offset/length,500,是,是,"time_type, start_time, end_time",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-1C246F17173F,销售,Listing,,添加Listing标签,添加Listing标签,/docs/Sale/globalTagAddTag.md,POST,/basicOpen/globalTag/listing/addTag,添加Listing标签,1,销售 / Listing / 添加Listing标签,"销售, 运营",,否,是,是,P2,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-DA41D6369A41,销售,Listing,,解除Listing配对,解除Listing配对,/docs/Sale/UnlinkListing.md,POST,/basicOpen/listingManage/unLinkListingPairs,支持批量解除Listing配对,1,销售 / Listing / 解除Listing配对,"销售, 运营",,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-F560D3DA6DF1,销售,促销管理,,查询优惠券详情+listing+订单(批量),查询优惠券详情+listing+订单(批量),/docs/Sale/promotionCouponAllDetailBatch.md,POST,/promotionApi/open/promotion/couponAllDetailBatch,查询优惠券详情+listing+订单(批量),1,销售 / 促销管理 / 查询优惠券详情+listing+订单(批量),"销售, 运营",,是,否,否,P0,是,其他,200,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-324AF6B69AEF,销售,促销管理,,查询会员折扣or价格折扣详情+listing+订单(批量),查询会员折扣or价格折扣详情+listing+订单(批量),/docs/Sale/promotionPrimeDiscountAllDetailBatch.md,POST,/promotionApi/open/promotion/primeDiscountAllDetailBatch,查询会员折扣or价格折扣详情+listing+订单(批量),1,销售 / 促销管理 / 查询会员折扣or价格折扣详情+listing+订单(批量),"销售, 运营",,是,否,否,P0,是,其他,200,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-2EDE9B89E52C,销售,促销管理,,查询促销活动列表-优惠券,查询促销活动列表-优惠券,/docs/Sale/promotionalActivitiesCouponList.md,POST,/basicOpen/promotionalActivities/coupon/list,查询促销活动列表-优惠券,1,销售 / 促销管理 / 查询促销活动列表-优惠券,销售,,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-4D53DF8CE668,销售,促销管理,,查询促销活动列表-会员折扣/价格折扣,查询促销活动列表-会员折扣/价格折扣,/docs/Sale/promotionalActivitiesVipDiscountList.md,POST,/basicOpen/promotionalActivities/vipDiscount/list,查询促销活动列表-会员折扣/价格折扣,1,销售 / 促销管理 / 查询促销活动列表-会员折扣,销售,,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-14EF57136BD3,销售,促销管理,,查询促销活动列表-秒杀,查询促销活动列表-秒杀,/docs/Sale/promotionalActivitiesSecKillList.md,POST,/basicOpen/promotionalActivities/secKill/list,查询促销活动列表-秒杀,1,销售 / 促销管理 / 查询促销活动列表-秒杀,销售,,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-1DC5C91C2FE2,销售,促销管理,,查询促销活动列表-管理促销,查询促销活动列表-管理促销,/docs/Sale/promotionalActivitiesManageList.md,POST,/basicOpen/promotionalActivities/manage/list,查询促销活动列表-管理促销,1,销售 / 促销管理 / 查询促销活动列表-管理促销,销售,,是,否,否,P1,否,offset/length,200,是,是,"start_date, end_date",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-D1E4B7906B42,销售,促销管理,,查询商品折扣列表,查询商品折扣列表,/docs/Sale/promotionListingList.md,POST,/basicOpen/promotion/listingList,查询商品折扣列表,1,销售 / 促销管理 / 查询商品折扣列表,"销售, 运营",,是,否,否,P0,是,offset/length,200,是,是,"site_date, start_time, end_time",不超过90天,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-03449E2EC06C,销售,促销管理,,查询商品折扣详情-列表-优惠卷,查询商品折扣详情-列表-优惠卷,/docs/Sale/promotionListingDetailCoupon.md,POST,/basicOpen/promotion/listingDetailCoupon,查询商品折扣详情-列表-优惠卷,1,销售 / 促销管理 / 查询商品折扣详情-列表-优惠卷,"销售, 运营",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startTime, endTime, sortField",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-FE476B81237F,销售,促销管理,,查询商品折扣详情-列表-会员折扣,查询商品折扣详情-列表-会员折扣,/docs/Sale/promotionListingDetailPrimeDiscount.md,POST,/basicOpen/promotion/listingDetailPrimeDiscount,查询商品折扣详情-列表-会员折扣,1,销售 / 促销管理 / 查询商品折扣详情-列表-会员折扣,"销售, 运营",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startTime, endTime, sortField",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-A404B2104669,销售,促销管理,,查询商品折扣详情-列表-秒杀,查询商品折扣详情-列表-秒杀,/docs/Sale/promotionListingDetailSecKill.md,POST,/basicOpen/promotion/listingDetailSecKill,查询商品折扣详情-列表-秒杀,1,销售 / 促销管理 / 查询商品折扣详情-列表-秒杀,"销售, 运营",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startTime, endTime, sortField",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-020A91A14B42,销售,促销管理,,查询商品折扣详情-列表-管理促销,查询商品折扣详情-列表-管理促销,/docs/Sale/promotionListingDetailManage.md,POST,/basicOpen/promotion/listingDetailManage,查询商品折扣详情-列表-管理促销,1,销售 / 促销管理 / 查询商品折扣详情-列表-管理促销,"销售, 运营",,是,否,否,P0,是,pageNum/pageSize,,是,是,"startTime, endTime, sortField",,按店铺循环 + 按日期分段增量,保留,公共 ERP 业务接口，非平台专属
LX-72966FDD4C29,销售,促销管理,,查询秒杀详情+listing+订单(批量),查询秒杀详情+listing+订单(批量),/docs/Sale/promotionSecKillAllDetailBatch.md,POST,/promotionApi/open/promotion/secKillAllDetailBatch,查询秒杀详情+listing+订单(批量),1,销售 / 促销管理 / 查询秒杀详情+listing+订单(批量),"销售, 运营",,是,否,否,P0,是,其他,200,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-D92C9E37C544,销售,促销管理,,查询管理促销详情+listing+订单(批量),查询管理促销详情+listing+订单(批量),/docs/Sale/promotionManagementAllDetailBatch.md,POST,/promotionApi/open/promotion/managementAllDetailBatch,查询管理促销详情+listing+订单(批量),1,销售 / 促销管理 / 查询管理促销详情+listing+订单(批量),"销售, 运营",,是,否,否,P0,是,其他,200,是,否,,,按店铺循环 + 分页,保留,公共 ERP 业务接口，非平台专属
LX-C76D747AD0DA,销售,刊登管理,,刊登管理-获取指定 productType 的 JSON Schema,刊登管理-获取指定 productType 的 JSON Schema,/docs/Sale/PublishManageGetProductType.md,POST,/basicOpen/openapi/publish/manage/getProductType,刊登管理-获取指定 productType 的 JSON Schema,1,销售 / 刊登管理 / 获取指定 productType 的 JSON Schema,"产品, 销售",,是,否,否,P0,是,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-074FA24909F1,销售,刊登管理,,刊登管理-获取运费模板,刊登管理-获取运费模板,/docs/Sale/GetMerchantShippingGroup.md,POST,/basicOpen/openapi/publish/manage/getMerchantShippingGroup,刊登管理-获取运费模板,1,销售 / 刊登管理 / 获取运费模板,销售,,是,否,否,P1,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-7D621DDB5AD5,销售,平台订单,,SC订单-设置订单备注,SC订单-设置订单备注,/docs/Sale/ScOrderSetRemark.md,POST,/basicOpen/platformOrder/scOrder/setRemark,SC订单-设置订单备注,1,销售 / 平台订单 / 更新订单备注,销售,,否,是,是,P2,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-EFB08467128D,销售,平台订单,,多渠道订单-交易明细,多渠道订单-交易明细,/docs/Sale/MutilChannelTransactionDetail.md,POST,/basicOpen/openapi/salesOrder/multi-channel/list/transaction,支持查询【销售】>【SC订单】>【多渠道订单】交易明细数据,1,销售 / 平台订单 / 查询多渠道订单-交易明细,销售,,否,否,否,P3,否,无,,是,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
LX-8FB1CC9572F0,销售,自发货管理,,导入面单,导入面单,/docs/Sale/UploadTracking.md,POST,/basicOpen/selfShipmentOrder/importLabel,支持自发货订单导入面单,1,销售 / 自发货管理 / 导入面单,销售,,否,否,否,P3,否,无,,否,否,,,全量 / 人工确认,保留,公共 ERP 业务接口，非平台专属
