interface_key,platform,business_domain,module,api_name,api_path,method,protocol,source_doc_path,normalized_interface_source,request_params_source,response_fields_source,verification_status,contract_status,do_not_use_status,deleted_status,priority,target_system_module,data_role,risk_code,notes
LX-3FB27E07164F,Other non-Walmart,Ads,多平台 / 广告 / TikTok广告,查询TikTok-推广广告-广告,/basicOpen/multiplatform/ads/queryTiktokAdList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-3FB27E07164F,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-90C0E7FD777B,Other non-Walmart,Ads,多平台 / 广告 / TikTok广告,查询TikTok-推广广告-广告帐号,/basicOpen/multiplatform/ads/queryAdvertiserList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-90C0E7FD777B,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-C07CE62AA6EA,Other non-Walmart,Ads,多平台 / 广告 / TikTok广告,查询TikTok-推广广告-广告帐号,/basicOpen/multiplatform/ads/queryCommonAdvertiserList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-C07CE62AA6EA,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-1BB66404CC4A,Other non-Walmart,Ads,多平台 / 广告 / TikTok广告,查询TikTok-推广广告-广告系列,/basicOpen/multiplatform/ads/queryTiktokCampaignList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-1BB66404CC4A,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-A6B9EE3C2926,Other non-Walmart,Ads,多平台 / 广告 / TikTok广告,查询TikTok-推广广告-广告组,/basicOpen/multiplatform/ads/queryTiktokAdGroupList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-A6B9EE3C2926,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-2454C40DBB80,Lingxing ERP (platform scope unverified),Ads,财务,查询广告发票列表,/bd/profit/report/open/report/ads/invoice/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-2454C40DBB80,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-2454C40DBB80 (9 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-2454C40DBB80 (21 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,广告; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-7106755764A4,Lingxing ERP (platform scope unverified),Ads,财务,查询广告发票基本信息,/bd/profit/report/open/report/ads/invoice/detail,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-7106755764A4,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-7106755764A4 (2 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-7106755764A4 (15 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,广告; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-A8A460011763,Lingxing ERP (platform scope unverified),Ads,财务,查询广告发票活动列表,/bd/profit/report/open/report/ads/invoice/campaign/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-A8A460011763,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-A8A460011763 (7 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-A8A460011763 (17 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,广告; 财务,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DA80CC5D8249,Unclear/deleted,Ads,广告 / 基础数据,查询广告账号列表,/basicOpen/baseData/account/list,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/deleted_interfaces.csv#LX-DA80CC5D8249,NONE,NONE,no verification row,DELETED,yes,yes,P1,TBD,reference_only,DELETED,no matching repository legacy Markdown snapshot; excluded from implementation without a separate Owner re-evaluation
LX-1AD86690E18F,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 关键词,/basicOpen/multiplatform/ads/reportKeywordSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-1AD86690E18F,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-1AD86690E18F (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-1AD86690E18F (86 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-5182D556071A,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 平台,/basicOpen/multiplatform/ads/reportPlatformSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5182D556071A,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-5182D556071A (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5182D556071A (53 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-EAFAEC4B71CF,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 广告,/basicOpen/multiplatform/ads/reportAdItemSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-EAFAEC4B71CF,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-EAFAEC4B71CF (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-EAFAEC4B71CF (71 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-FD59C74A55D7,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 广告活动,/basicOpen/multiplatform/ads/reportCampaignSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-FD59C74A55D7,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-FD59C74A55D7 (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-FD59C74A55D7 (83 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-7C855BFAF5AA,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 广告组,/basicOpen/multiplatform/ads/reportAdGroupSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-7C855BFAF5AA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-7C855BFAF5AA (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-7C855BFAF5AA (46 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-6D6235392322,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SB广告 - 页面类型,/basicOpen/multiplatform/ads/reportPageTypeSbList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-6D6235392322,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-6D6235392322 (16 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-6D6235392322 (52 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-434F316A392B,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 关键词,/basicOpen/multiplatform/ads/reportKeywordSpList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-434F316A392B,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-434F316A392B (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-434F316A392B (86 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-646C5878A4CE,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 平台,/basicOpen/multiplatform/ads/reportPlatformSpList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-646C5878A4CE,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-646C5878A4CE (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-646C5878A4CE (53 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-0CB86D55776C,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 广告,/basicOpen/multiplatform/ads/reportAdItemSpList,POST,HTTPS,old-system/source/docs/lingxing/MultiPlatform/Advertisement/walmart-reportAdItemSpList_17.md,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-0CB86D55776C,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-0CB86D55776C (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-0CB86D55776C (71 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,structurally eligible for PRP only; not provider-verified or call-authorized
LX-058A66EC8E8E,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 广告活动,/basicOpen/multiplatform/ads/queryCampaignSpList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-058A66EC8E8E,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-058A66EC8E8E (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-058A66EC8E8E (72 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-31720B315BD9,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 广告组,/basicOpen/multiplatform/ads/queryGroupSpList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-31720B315BD9,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-31720B315BD9 (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-31720B315BD9 (46 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-5779B4C3F664,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SP广告 - 页面类型,/basicOpen/multiplatform/ads/queryPageTypeSPList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-5779B4C3F664,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-5779B4C3F664 (11 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-5779B4C3F664 (33 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-DD135F34D7C2,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SV广告 - 关键词,/basicOpen/multiplatform/ads/reportKeywordSvList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-DD135F34D7C2,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-DD135F34D7C2 (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-DD135F34D7C2 (86 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-F47DF22109CA,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SV广告 - 平台,/basicOpen/multiplatform/ads/reportPlatformSvList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-F47DF22109CA,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-F47DF22109CA (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-F47DF22109CA (53 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-40C3F27491DD,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SV广告 - 广告,/basicOpen/multiplatform/ads/reportAdItemSvList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-40C3F27491DD,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-40C3F27491DD (15 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-40C3F27491DD (71 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-86309AAB2BAC,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SV广告 - 广告活动,/basicOpen/multiplatform/ads/reportCampaignSvList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-86309AAB2BAC,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-86309AAB2BAC (14 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-86309AAB2BAC (83 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
LX-541F3B11E6DE,Walmart,Ads,多平台 / 广告 / Walmart广告,查询沃尔玛-广告 - SV广告 - 广告组,/basicOpen/multiplatform/ads/queryAdGroupSvList,POST,UNVERIFIED,,docs/integrations/lingxing-walmart-openapi/normalized/interfaces.csv#LX-541F3B11E6DE,docs/integrations/lingxing-walmart-openapi/normalized/request_params.csv#LX-541F3B11E6DE (17 rows),docs/integrations/lingxing-walmart-openapi/normalized/response_fields.csv#LX-541F3B11E6DE (46 rows),doc=文档已收录; tested=未验证; phase1=待评估,READY_FOR_PRP,no,no,P1,Walmart; 广告,candidate_source_read,AUTH_UNKNOWN,no matching repository legacy Markdown snapshot; structurally eligible for PRP only; not provider-verified or call-authorized
