interface_id,verification_status,level_1_module,level_2_module,level_3_module,interface_name,http_method,api_path,purpose,token_bucket_capacity,is_read,is_write,has_side_effect,pagination_method,max_page_size_or_length,returns_total,supports_incremental_sync,incremental_time_fields,max_query_range,recommended_sync_strategy,request_param_count,request_fields,response_field_count,response_top_fields,directory_chain,system_modules,document_path,remarks,source_package,source_file,page_interface_included
LX-179D3B8A9F63,OFFICIAL_VERIFIED,仓库,出入库,,查询出库单列表,POST,/erp/sc/routing/storage/outbound/getOrders,查询出库单列表,1,是,否,否,offset/length,200,是,是,"search_field_time, start_date, end_date",,按日期分段增量,10,"end_date, idempotent_code, length, offset, order_sn, search_field_time, start_date, status, type, wid",76,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 查询出库单列表,"仓库, 销售",/docs/Warehouse/outboundgetOrders.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-D5353A465E6D,OFFICIAL_VERIFIED,仓库,出入库,,查询盘点单列表,POST,/erp/sc/routing/inventoryReceipt/InventoryCheck/getOrderList,查询盘点单列表,1,是,否,否,其他,,是,是,"date_field, start_date, end_date",,按日期分段增量,10,"check_type, date_field, end_date, page, page_size, search_field, search_value, start_date, status, wid",39,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 查询盘点单列表,"仓库, 销售",/docs/Warehouse/checkGetOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-642D33967219,OFFICIAL_VERIFIED,仓库,出入库,,查询盘点单详情,POST,/erp/sc/routing/inventoryReceipt/InventoryCheck/getOrderDetail,查询盘点单详情,1,是,否,否,其他,,是,否,,,全量后分页,7,"order_sn, page, page_size, search_field, search_value, sort_field, sort_type",63,"code, data, error_details, message, request_id, response_time",仓库 / 出入库 / 查询盘点单详情,"仓库, 销售",/docs/Warehouse/checkGetOrderDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-4E3A3DA2B70A,OFFICIAL_VERIFIED,仓库,出入库,,查询调拨单列表,POST,/erp/sc/routing/inventoryReceipt/StorageAllocation/getStorageAllocationList,支持查询本地仓库调拨单列表,1,是,否,否,其他,,是,是,"search_date_type, start_date, end_date",,按日期分段增量,7,"end_date, page, page_size, search_date_type, start_date, to_wid, wid",99,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 查询调拨单列表,仓库,/docs/Warehouse/getStorageAllocationList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-9909117FD1E7,OFFICIAL_VERIFIED,仓库,出入库,,查询调整单列表,POST,/erp/sc/routing/inventoryReceipt/StorageAdjustment/getStorageAdjustOrderList,查询调整单列表,1,是,否,否,其他,,是,是,"search_date_type, start_date, end_date",,按日期分段增量,9,"adjust_status, end_date, order_sn, page, page_size, search_date_type, start_date, type, wid",60,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 查询调整单列表,"仓库, 销售",/docs/Warehouse/getStorageAdjustOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-E726A7FC946C,OFFICIAL_VERIFIED,仓库,出入库,,查询调整单确认调整异步结果,POST,/basicOpen/adjustOrder/adjust/getAdjustStatus,查询调整单确认调整异步结果,1,否,是,是,无,,是,否,,,全量 / 人工确认,1,taskNo,12,"code, data, error_details, message, request_id, response_time",仓库 / 出入库 / 查询调整单确认调整结果,"仓库, 销售",/docs/Warehouse/GetAdjustOrderConfirmResult.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-F23293A702BB,OFFICIAL_VERIFIED,仓库,出入库,,查询销售出库单详情,POST,/basicOpen/wmsOrder/getWmsOrdersByOrderNumbers,支持查询ERP中【仓库】>【销售出库单】数据，即自发货订单销售出库单,1,是,否,否,无,,是,否,,,全量 / 人工确认,2,"isPrintCenter, orderNumbers",73,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 查询销售出库单详情,"仓库, 销售",/docs/Warehouse/WmsOrderDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-B6250EFFD833,OFFICIAL_VERIFIED,仓库,出入库,,添加入库单,POST,/erp/sc/routing/storage/storage/orderAdd,支持添加本地仓库入库单，并增加入库仓库库存,1,否,是,是,无,,否,是,inbound_time,,按店铺循环 + 按日期分段增量,22,"fee_part_type, inbound_idempotent_code, inbound_time, is_shelf, order_sn, other_fee, product_list, bad_num, bad_whb_code, fnsku, good_num, good_whb_code, price, seller_id, sku, remark, ship_fee, supplier_id, sys_supplier_id, sys_wid, type, wid",8,"code, data, error_details, message, request_id, response_time",仓库 / 出入库 / 添加入库单,"仓库, 销售",/docs/Warehouse/OrderAdd.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-FEFC2C739C57,OFFICIAL_VERIFIED,仓库,出入库,,添加出库单,POST,/erp/sc/routing/storage/storage/orderAddOut,支持添加本地仓库出库单，推送成功后扣减出库仓库库存,1,否,是,是,无,,否,是,outbound_time,,按店铺循环 + 按日期分段增量,26,"bin_type, idempotent_code, other_fee, outbound_time, product_list, bad_num, fnsku, good_num, out_available_bin, whb_code, whb_num, out_inferior_bin, seller_id, sku, remark, return_price, status, supplier_id, sys_supplier_id, sys_to_wid, sys_wid, to_wid, type, wid",7,"code, data, error_details, message, request_id, response_time",仓库 / 出入库 / 添加出库单,"仓库, 销售",/docs/Warehouse/OrderAddOut.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-75157159D29E,OFFICIAL_VERIFIED,仓库,出入库,,获取自定义入库类型,POST,/erp/sc/routing/storage/inbound/getCustomTypes,获取自定义入库类型,1,是,否,否,无,,是,否,,,全量 / 人工确认,0,,13,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 获取自定义入库类型,仓库,/docs/Warehouse/inboundGetCustomTypes.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-10C1BC0E9648,OFFICIAL_VERIFIED,仓库,出入库,,获取自定义出库类型,POST,/erp/sc/routing/storage/outbound/getCustomTypes,获取自定义出库类型,1,是,否,否,无,,是,否,,,全量 / 人工确认,0,,13,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 获取自定义出库类型,仓库,/docs/Warehouse/outboundGetCustomTypes.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A6E36DA67F9C,OFFICIAL_VERIFIED,仓库,出入库,,调拨单全部收货,POST,/erp/sc/routing/inventoryReceipt/StorageAllocation/receiveAllocationOrder,支持将系统“待收货“状态的调拨单全部收货，单据状态转为“已完成“，并增加入库仓的库存,1,否,否,否,无,,是,否,,,全量 / 人工确认,1,orderSnMany,7,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 调拨单全部收货,"仓库, 销售",/docs/Warehouse/receiveAllocationOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-C59B5D5BB158,OFFICIAL_VERIFIED,仓库,出入库,,调拨单分批收货,POST,/erp/sc/routing/inventoryReceipt/StorageAllocation/partlyReceiveAllocationOrder,支持将系统待收货状态的调拨单部分收货,1,否,否,否,无,,是,否,,,全量 / 人工确认,7,"order_sn, product_list, fnsku, product_id, received_bad_num, received_good_num, seller_id",7,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 调拨单分批收货,"仓库, 销售",/docs/Warehouse/partlyReceiveAllocationOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-375342860CAD,OFFICIAL_VERIFIED,仓库,出入库,,调拨单结束到货,POST,/erp/sc/routing/inventoryReceipt/StorageAllocation/finishReceiveAllocationOrder,调拨单结束到货,1,否,否,否,无,,是,否,,,全量 / 人工确认,1,order_sn,7,"code, data, error_details, message, request_id, response_time, total",仓库 / 出入库 / 调拨单结束到货,"仓库, 销售",/docs/Warehouse/finishReceiveAllocationOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-24115FEF3839,OFFICIAL_VERIFIED,仓库,出入库,,调整单确认调整,POST,/basicOpen/adjustOrder/adjust/setAdjust,异步任务，查询结果请调用：[查询确认调整异步任务结果](docs/Warehouse/GetAdjustOrderConfirmResult.md),1,否,是,是,无,,否,否,,,全量 / 人工确认,1,orderSn,9,"code, data, error_details, message, request_id, response_time",仓库 / 出入库 / 调整单确认调整,"仓库, 销售",/docs/Warehouse/AdjustOrderConfirm.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-FD9302CF208A,OFFICIAL_VERIFIED,仓库,发货,,查询销售出库单列表,POST,/erp/sc/routing/wms/order/wmsOrderList,支持查询ERP中【仓库】>【销售出库单】数据，即自发货订单销售出库单【默认返回一个月内审核出库的数据，超过一个月请加上时间入参】,1,是,否,否,其他,200,是,是,"time_type, start_date, end_date",,按店铺循环 + 按日期分段增量,11,"end_date, logistics_status_arr, order_number_arr, page, page_size, platform_order_no_arr, sid_arr, start_date, status_arr, time_type, wo_number_arr",127,"code, data, error_details, message, request_id, response_time, total",仓库 / 发货 / 查询销售出库单列表,"仓库, 销售",/docs/Warehouse/WmsOrderList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-F596F7E8C481,OFFICIAL_VERIFIED,仓库,发货,,查询销售出库单物流面单,POST,/erp/sc/routing/wms/order/getWmsLogisticsLabels,查询销售出库单物流面单,1,是,否,否,无,,否,否,,,全量 / 人工确认,2,"order_number_arr, wo_number_arr",14,"code, data, error_details, message, request_id, response_time",仓库 / 发货 / 查询销售出库单物流面单,"仓库, 销售",/docs/Warehouse/wmsOrderGetWmsLogisticsLabels.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A8841B7061A1,OFFICIAL_VERIFIED,仓库,发货,,物流下单 - 编辑运单号/跟踪号,POST,/basicOpen/logisticsOrdering/setTrackingNo,物流下单 - 编辑运单号/跟踪号,1,否,是,是,无,,是,否,,,全量 / 人工确认,7,"logistics_freight, logistics_freight_currency_code, pkg_fee_weight, pkg_fee_weight_unit, tracking_no, waybill_no, wo_number",7,"code, data, error_details, message, request_id, response_time, total",仓库 / 发货 / 物流下单 - 编辑运单号/跟踪号,仓库,/docs/Warehouse/setTrackingNo.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-890B84A34002,OFFICIAL_VERIFIED,仓库,发货,,设置包裹尺寸,POST,/erp/sc/routing/wms/order/setOrderPackageSize,设置包裹尺寸,1,否,是,是,其他,,否,否,,,全量后分页,4,"pkg_height, pkg_length, pkg_width, wo_number",6,"code, data, error_details, message, request_id, response_time",仓库 / 发货 / 设置包裹尺寸,"仓库, 销售",/docs/Warehouse/setOrderPackageSize.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-330811625C41,OFFICIAL_VERIFIED,仓库,发货,,销售出库单截单,POST,/basicOpen/wmsOrder/cancel,注： 海外仓截单任务为异步执行。接口提交成功后，系统会将截单请求推送至海外仓处理。 可以通过调用[查询订单管理订单列表](docs/MultiPlatform/V2/MultiPlatOrderV2)接口，并查看返回数据中的 data>>list>>status 字段，以获取截单任务的最终执行状态和结果。,1,否,否,否,无,,否,否,,,全量 / 人工确认,3,"orderComment, orderNumbers, tagType",11,"code, data, error_details, message, request_id, response_time",仓库 / 发货 / 销售出库单截单,"仓库, 销售",/docs/Warehouse/cancelWmsOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-A791179C9A78,OFFICIAL_VERIFIED,仓库,库存&流水,,查询AWD库存列表,POST,/basicOpen/openapi/storage/awdWarehouseDetail,查询AWD库存列表,1,是,否,否,其他,,是,否,,,按店铺循环 + 分页,11,"asin_principal, attribute, bid, cid, is_hide_zero_stock, length，上限200, offset, search_field, search_value, status, wids",51,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询AWD库存列表,仓库,/docs/Warehouse/AwdWarehouseDetail.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-47310BFA3E0D,OFFICIAL_VERIFIED,仓库,库存&流水,,查询仓位库存明细,POST,/erp/sc/routing/data/local_inventory/inventoryBinDetails,查询仓位库存明细,1,是,否,否,offset/length,500,是,否,,,全量后分页,4,"bin_type_list, length, offset, wid",25,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询仓位库存明细,仓库,/docs/Warehouse/inventoryBinDetails.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-8DE4E360B561,OFFICIAL_VERIFIED,仓库,库存&流水,,查询仓位流水,POST,/erp/sc/routing/data/local_inventory/wareHouseBinStatement,查询仓位流水,1,是,否,否,offset/length,,是,是,"start_date, end_date",,按日期分段增量,7,"bin_type_list, end_date, length, offset, start_date, type, wid",24,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询仓位流水,仓库,/docs/Warehouse/wareHouseBinStatement.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-41B3AF612B29,OFFICIAL_VERIFIED,仓库,库存&流水,,查询仓库库存明细,POST,/erp/sc/routing/data/local_inventory/inventoryDetails,支持查询本地仓/海外仓库存明细，对应系统【仓库】>【库存明细】数据,1,是,否,否,offset/length,800,是,否,,,全量后分页,4,"length, offset, sku, wid",54,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询仓库库存明细,仓库,/docs/Warehouse/InventoryDetails.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-F0CE5B7F589B,OFFICIAL_VERIFIED,仓库,库存&流水,,查询库存流水（新）,POST,/erp/sc/routing/inventoryLog/WareHouseInventory/wareHouseCenterStatement,查询库存流水（新）,1,是,否,否,offset/length,,否,是,"start_date, end_date",,按日期分段增量,7,"end_date, length, offset, start_date, sub_types, types, wids",49,"code, data, error_details, message, request_id, response_time",仓库 / 库存&流水 / 查询库存流水（新）,仓库,/docs/Warehouse/WarehouseStatementNew.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-6F8ABDE7B566,OFFICIAL_VERIFIED,仓库,库存&流水,,查询库存流水（旧）,POST,/erp/sc/routing/data/local_inventory/wareHouseStatement,支持查询本地仓库库存流水，对应系统【仓库】>【库存流水】数据,1,是,否,否,offset/length,,是,是,"start_date, end_date",,按日期分段增量,6,"end_date, length, offset, start_date, type, wid",35,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询库存流水（旧）,仓库,/docs/Warehouse/WarehouseStatement.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-1181D4F827FB,OFFICIAL_VERIFIED,仓库,库存&流水,,查询批次明细,POST,/erp/sc/routing/data/local_inventory/getBatchDetailList,查询批次明细,1,是,否,否,offset/length,400,是,否,,,全量后分页,7,"length, offset, search_field, search_value, show_zero_stock, stock_in_type_list, wids",45,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询批次明细,仓库,/docs/Warehouse/GetBatchDetailList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-BCB9BCE2437F,OFFICIAL_VERIFIED,仓库,库存&流水,,查询批次流水,POST,/erp/sc/routing/data/local_inventory/getBatchStatementList,查询批次流水,1,是,否,否,offset/length,400,是,是,"time_filter_field, start_date, end_date",,按日期分段增量,9,"end_date, length, offset, search_field, search_value, start_date, statement_type_list, time_filter_field, wid_list",43,"code, data, error_details, message, request_id, response_time, total",仓库 / 库存&流水 / 查询批次流水,仓库,/docs/Warehouse/GetBatchStatementList.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
LX-AA0068524F96,OFFICIAL_VERIFIED,仓库,收货质检,,创建待收货的收货单,POST,/erp/sc/routing/deliveryReceipt/PurchaseReceiptOrder/createReceiptOrder,支持创建【仓库】>【收货管理】中的收货单，状态为“待收货”,1,否,是,是,无,,否,是,list[].expect_arrival_time,,按日期分段增量,18,"list, business_order_sn, expect_arrival_time, item_list, notice_num_total, order_item_id, remark, logistics_company, logistics_list, logistics_order_no, type, order_type, other_fee, shipping_cost, wid",6,"code, data, error_details, message, request_id, response_time",仓库 / 收货质检 / 创建待收货的收货单,"仓库, 销售",/docs/Warehouse/createReceiptOrder.md,,lingxing-walmart(2).zip,normalized/interfaces.csv,false
